Year,Sex,Age Group,Race or Ethnicity,Selected Cause of Death,Deaths
2004,M,55-64,Other Non Hispanic,Malignant Neoplasms,96
2004,M,55-64,Other Non Hispanic,Total,246
2004,M,55-64,White Non Hispanic,AIDS,29
2004,M,55-64,White Non Hispanic,Diabetes Mellitus,48
2004,M,55-64,White Non Hispanic,Pneumonia,90
2004,M,55-64,White Non Hispanic,Cerebrovascular Disease,150
2004,M,55-64,White Non Hispanic,Accidents,192
2004,M,55-64,White Non Hispanic,CLRD,226
2004,M,55-64,White Non Hispanic,All Other Causes,1405
2004,M,55-64,White Non Hispanic,Diseases of the Heart,1842
2004,M,55-64,White Non Hispanic,Malignant Neoplasms,2315
2004,M,55-64,White Non Hispanic,Total,6297
2004,M,65-74,Black Non Hispanic,AIDS,16
2004,M,65-74,Black Non Hispanic,Diabetes Mellitus,21
2004,M,65-74,Black Non Hispanic,Accidents,22
2004,M,65-74,Black Non Hispanic,CLRD,52
2004,M,65-74,Black Non Hispanic,Pneumonia,70
2004,M,65-74,Black Non Hispanic,Cerebrovascular Disease,86
2004,M,65-74,Black Non Hispanic,All Other Causes,408
2004,M,65-74,Black Non Hispanic,Diseases of the Heart,642
2004,M,65-74,Black Non Hispanic,Malignant Neoplasms,651
2004,M,65-74,Black Non Hispanic,Total,1968
2004,M,65-74,Hispanic,Diabetes Mellitus,7
2004,M,65-74,Hispanic,AIDS,10
2004,M,65-74,Hispanic,Accidents,18
2004,M,65-74,Hispanic,CLRD,32
2004,M,65-74,Hispanic,Pneumonia,42
2004,M,65-74,Hispanic,Cerebrovascular Disease,52
2004,M,65-74,Hispanic,All Other Causes,242
2004,M,65-74,Hispanic,Malignant Neoplasms,294
2004,M,65-74,Hispanic,Diseases of the Heart,366
2004,M,65-74,Hispanic,Total,1063
2004,M,65-74,Not Stated,Diabetes Mellitus,1
2004,M,65-74,Not Stated,CLRD,3
2004,M,65-74,Not Stated,Cerebrovascular Disease,6
2004,M,65-74,Not Stated,Pneumonia,9
2004,M,65-74,Not Stated,All Other Causes,37
2004,M,65-74,Not Stated,Malignant Neoplasms,41
2004,M,65-74,Not Stated,Diseases of the Heart,60
2004,M,65-74,Not Stated,Total,157
2004,M,65-74,Other Non Hispanic,AIDS,1
2004,M,65-74,Other Non Hispanic,Diabetes Mellitus,2
2004,M,65-74,Other Non Hispanic,Accidents,6
2004,M,65-74,Other Non Hispanic,CLRD,12
2004,M,65-74,Other Non Hispanic,Pneumonia,13
2004,M,65-74,Other Non Hispanic,Cerebrovascular Disease,24
2004,M,65-74,Other Non Hispanic,All Other Causes,69
2004,M,65-74,Other Non Hispanic,Diseases of the Heart,110
2004,M,65-74,Other Non Hispanic,Malignant Neoplasms,138
2004,M,65-74,Other Non Hispanic,Total,375
2004,M,65-74,White Non Hispanic,AIDS,11
2004,M,65-74,White Non Hispanic,Diabetes Mellitus,61
2004,M,65-74,White Non Hispanic,Accidents,175
2004,M,65-74,White Non Hispanic,Pneumonia,206
2004,M,65-74,White Non Hispanic,Cerebrovascular Disease,291
2004,M,65-74,White Non Hispanic,CLRD,559
2004,M,65-74,White Non Hispanic,All Other Causes,1883
2004,M,65-74,White Non Hispanic,Diseases of the Heart,3036
2004,M,65-74,White Non Hispanic,Malignant Neoplasms,3497
2004,M,65-74,White Non Hispanic,Total,9719
2004,M,75-84,Black Non Hispanic,Diabetes Mellitus,16
2004,M,75-84,Black Non Hispanic,Accidents,26
2004,M,75-84,Black Non Hispanic,CLRD,82
2004,M,75-84,Black Non Hispanic,Cerebrovascular Disease,91
2004,M,75-84,Black Non Hispanic,Pneumonia,107
2004,M,75-84,Black Non Hispanic,All Other Causes,379
2004,M,75-84,Black Non Hispanic,Malignant Neoplasms,501
2004,M,75-84,Black Non Hispanic,Diseases of the Heart,746
2004,M,75-84,Black Non Hispanic,Total,1948
2004,M,75-84,Hispanic,AIDS,2
2004,M,75-84,Hispanic,Diabetes Mellitus,10
2004,M,75-84,Hispanic,Accidents,15
2004,M,75-84,Hispanic,CLRD,38
2004,M,75-84,Hispanic,Cerebrovascular Disease,52
2004,M,75-84,Hispanic,Pneumonia,79
2004,M,75-84,Hispanic,All Other Causes,204
2004,M,75-84,Hispanic,Malignant Neoplasms,237
2004,M,75-84,Hispanic,Diseases of the Heart,397
2004,M,75-84,Hispanic,Total,1034
2004,M,75-84,Not Stated,Diabetes Mellitus,1
2004,M,75-84,Not Stated,Accidents,7
2004,M,75-84,Not Stated,CLRD,8
2004,M,75-84,Not Stated,Cerebrovascular Disease,8
2004,M,75-84,Not Stated,Pneumonia,11
2004,M,75-84,Not Stated,All Other Causes,20
2004,M,75-84,Not Stated,Malignant Neoplasms,47
2004,M,75-84,Not Stated,Diseases of the Heart,81
2004,M,75-84,Not Stated,Total,183
2004,M,75-84,Other Non Hispanic,Diabetes Mellitus,2
2004,M,75-84,Other Non Hispanic,Accidents,12
2004,M,75-84,Other Non Hispanic,CLRD,19
2004,M,75-84,Other Non Hispanic,Cerebrovascular Disease,25
2004,M,75-84,Other Non Hispanic,Pneumonia,28
2004,M,75-84,Other Non Hispanic,All Other Causes,75
2004,M,75-84,Other Non Hispanic,Malignant Neoplasms,129
2004,M,75-84,Other Non Hispanic,Diseases of the Heart,159
2004,M,75-84,Other Non Hispanic,Total,449
2004,M,75-84,White Non Hispanic,AIDS,3
2004,M,75-84,White Non Hispanic,Diabetes Mellitus,87
2004,M,75-84,White Non Hispanic,Accidents,317
2004,M,75-84,White Non Hispanic,Pneumonia,673
2004,M,75-84,White Non Hispanic,Cerebrovascular Disease,836
2004,M,75-84,White Non Hispanic,CLRD,1101
2004,M,75-84,White Non Hispanic,All Other Causes,3468
2004,M,75-84,White Non Hispanic,Malignant Neoplasms,4430
2004,M,75-84,White Non Hispanic,Diseases of the Heart,6281
2004,M,75-84,White Non Hispanic,Total,17196
2004,M,85+,Black Non Hispanic,AIDS,1
2004,M,85+,Black Non Hispanic,Diabetes Mellitus,10
2004,M,85+,Black Non Hispanic,Accidents,11
2004,M,85+,Black Non Hispanic,Cerebrovascular Disease,28
2004,M,85+,Black Non Hispanic,CLRD,34
2004,M,85+,Black Non Hispanic,Pneumonia,67
2004,M,85+,Black Non Hispanic,Malignant Neoplasms,163
2004,M,85+,Black Non Hispanic,All Other Causes,234
2004,M,85+,Black Non Hispanic,Diseases of the Heart,371
2004,M,85+,Black Non Hispanic,Total,919
2004,M,85+,Hispanic,Diabetes Mellitus,2
2004,M,85+,Hispanic,Accidents,8
2004,M,85+,Hispanic,Cerebrovascular Disease,25
2004,M,85+,Hispanic,CLRD,27
2004,M,85+,Hispanic,Pneumonia,46
2004,M,85+,Hispanic,Malignant Neoplasms,96
2004,M,85+,Hispanic,All Other Causes,116
2004,M,85+,Hispanic,Diseases of the Heart,236
2004,M,85+,Hispanic,Total,556
2004,M,85+,Not Stated,Accidents,2
2004,M,85+,Not Stated,Cerebrovascular Disease,3
2004,M,85+,Not Stated,CLRD,4
2004,M,85+,Not Stated,Pneumonia,16
2004,M,85+,Not Stated,Malignant Neoplasms,18
2004,M,85+,Not Stated,All Other Causes,28
2004,M,85+,Not Stated,Diseases of the Heart,69
2004,M,85+,Not Stated,Total,140
2004,M,85+,Other Non Hispanic,Diabetes Mellitus,1
2004,M,85+,Other Non Hispanic,Accidents,8
2004,M,85+,Other Non Hispanic,Cerebrovascular Disease,8
2004,M,85+,Other Non Hispanic,CLRD,14
2004,M,85+,Other Non Hispanic,Pneumonia,28
2004,M,85+,Other Non Hispanic,Malignant Neoplasms,40
2004,M,85+,Other Non Hispanic,All Other Causes,42
2004,M,85+,Other Non Hispanic,Diseases of the Heart,128
2004,M,85+,Other Non Hispanic,Total,269
2004,M,85+,White Non Hispanic,Diabetes Mellitus,55
2004,M,85+,White Non Hispanic,Accidents,270
2004,M,85+,White Non Hispanic,CLRD,610
2004,M,85+,White Non Hispanic,Cerebrovascular Disease,613
2004,M,85+,White Non Hispanic,Pneumonia,747
2004,M,85+,White Non Hispanic,Malignant Neoplasms,1962
2004,M,85+,White Non Hispanic,All Other Causes,2893
2004,M,85+,White Non Hispanic,Diseases of the Heart,5899
2004,M,85+,White Non Hispanic,Total,13049
2004,M,<1,Black Non Hispanic,CLRD,1
2004,M,<1,Black Non Hispanic,Diseases of the Heart,3
2004,M,<1,Black Non Hispanic,Pneumonia,4
2004,M,<1,Black Non Hispanic,Accidents,6
2004,M,<1,Black Non Hispanic,All Other Causes,246
2004,M,<1,Black Non Hispanic,Total,260
2004,M,<1,Hispanic,Cerebrovascular Disease,1
2004,M,<1,Hispanic,Pneumonia,2
2004,M,<1,Hispanic,Accidents,3
2004,M,<1,Hispanic,All Other Causes,158
2004,M,<1,Hispanic,Total,164
2004,M,<1,Not Stated,Diseases of the Heart,1
2004,M,<1,Not Stated,Malignant Neoplasms,1
2004,M,<1,Not Stated,All Other Causes,17
2004,M,<1,Not Stated,Total,19
2004,M,<1,Other Non Hispanic,Diseases of the Heart,1
2004,M,<1,Other Non Hispanic,All Other Causes,46
2004,M,<1,Other Non Hispanic,Total,47
2004,M,<1,White Non Hispanic,Cerebrovascular Disease,2
2004,M,<1,White Non Hispanic,Malignant Neoplasms,2
2004,M,<1,White Non Hispanic,Accidents,6
2004,M,<1,White Non Hispanic,Diseases of the Heart,6
2004,M,<1,White Non Hispanic,Pneumonia,6
2004,M,<1,White Non Hispanic,All Other Causes,338
2004,M,<1,White Non Hispanic,Total,360
2005,F,1-9,Black Non Hispanic,Cerebrovascular Disease,1
2005,F,1-9,Black Non Hispanic,CLRD,2
2005,F,1-9,Black Non Hispanic,Diseases of the Heart,4
2005,F,1-9,Black Non Hispanic,Malignant Neoplasms,6
2005,F,1-9,Black Non Hispanic,Accidents,10
2005,F,1-9,Black Non Hispanic,All Other Causes,19
2005,F,1-9,Black Non Hispanic,Total,42
2005,F,1-9,Hispanic,Diseases of the Heart,1
2005,F,1-9,Hispanic,Malignant Neoplasms,1
2005,F,1-9,Hispanic,Accidents,5
2005,F,1-9,Hispanic,All Other Causes,14
2005,F,1-9,Hispanic,Total,21
2005,F,1-9,Not Stated,All Other Causes,1
2005,F,1-9,Not Stated,Malignant Neoplasms,1
2005,F,1-9,Not Stated,Total,2
2005,F,1-9,Other Non Hispanic,Diseases of the Heart,2
2005,F,1-9,Other Non Hispanic,Malignant Neoplasms,2
2005,F,1-9,Other Non Hispanic,All Other Causes,4
2005,F,1-9,Other Non Hispanic,Total,8
2005,F,1-9,White Non Hispanic,Pneumonia,1
2005,F,1-9,White Non Hispanic,Diseases of the Heart,4
2005,F,1-9,White Non Hispanic,Accidents,12
2005,F,1-9,White Non Hispanic,Malignant Neoplasms,13
2005,F,1-9,White Non Hispanic,All Other Causes,41
2005,F,1-9,White Non Hispanic,Total,71
2005,F,10-19,Black Non Hispanic,CLRD,1
2005,F,10-19,Black Non Hispanic,Cerebrovascular Disease,1
2005,F,10-19,Black Non Hispanic,Pneumonia,1
2005,F,10-19,Black Non Hispanic,Diseases of the Heart,2
2005,F,10-19,Black Non Hispanic,AIDS,3
2005,F,10-19,Black Non Hispanic,Malignant Neoplasms,7
2005,F,10-19,Black Non Hispanic,Accidents,8
2005,F,10-19,Black Non Hispanic,All Other Causes,40
2005,F,10-19,Black Non Hispanic,Total,63
2005,F,10-19,Hispanic,AIDS,1
2005,F,10-19,Hispanic,Cerebrovascular Disease,1
2005,F,10-19,Hispanic,CLRD,2
2005,F,10-19,Hispanic,Malignant Neoplasms,7
2005,F,10-19,Hispanic,Accidents,9
2005,F,10-19,Hispanic,All Other Causes,32
2005,F,10-19,Hispanic,Total,52
2005,F,10-19,Not Stated,All Other Causes,1
2005,F,10-19,Not Stated,Total,1
2005,F,10-19,Other Non Hispanic,Malignant Neoplasms,1
2005,F,10-19,Other Non Hispanic,Diseases of the Heart,2
2005,F,10-19,Other Non Hispanic,All Other Causes,3
2005,F,10-19,Other Non Hispanic,Accidents,4
2005,F,10-19,Other Non Hispanic,Total,10
2005,F,10-19,White Non Hispanic,Cerebrovascular Disease,1
2005,F,10-19,White Non Hispanic,Diseases of the Heart,5
2005,F,10-19,White Non Hispanic,Malignant Neoplasms,17
2005,F,10-19,White Non Hispanic,All Other Causes,40
2005,F,10-19,White Non Hispanic,Accidents,49
2005,F,10-19,White Non Hispanic,Total,112
2005,F,20-24,Black Non Hispanic,CLRD,1
2005,F,20-24,Black Non Hispanic,Cerebrovascular Disease,1
2005,F,20-24,Black Non Hispanic,Diseases of the Heart,2
2005,F,20-24,Black Non Hispanic,AIDS,6
2005,F,20-24,Black Non Hispanic,Malignant Neoplasms,7
2005,F,20-24,Black Non Hispanic,Accidents,8
2005,F,20-24,Black Non Hispanic,All Other Causes,34
2005,F,20-24,Black Non Hispanic,Total,59
2005,F,20-24,Hispanic,Cerebrovascular Disease,1
2005,F,20-24,Hispanic,Pneumonia,1
2005,F,20-24,Hispanic,Malignant Neoplasms,5
2005,F,20-24,Hispanic,Accidents,9
2005,F,20-24,Hispanic,All Other Causes,18
2005,F,20-24,Hispanic,Total,34
2005,F,20-24,Not Stated,Accidents,1
2005,F,20-24,Not Stated,Total,1
2005,F,20-24,Other Non Hispanic,Diseases of the Heart,1
2005,F,20-24,Other Non Hispanic,Pneumonia,1
2005,F,20-24,Other Non Hispanic,Malignant Neoplasms,2
2005,F,20-24,Other Non Hispanic,Accidents,3
2005,F,20-24,Other Non Hispanic,All Other Causes,6
2005,F,20-24,Other Non Hispanic,Total,13
2005,F,20-24,White Non Hispanic,Diabetes Mellitus,1
2005,F,20-24,White Non Hispanic,Cerebrovascular Disease,3
2005,F,20-24,White Non Hispanic,Diseases of the Heart,7
2005,F,20-24,White Non Hispanic,Malignant Neoplasms,10
2005,F,20-24,White Non Hispanic,Accidents,40
2005,F,20-24,White Non Hispanic,All Other Causes,68
2005,F,20-24,White Non Hispanic,Total,129
2005,F,25-34,Black Non Hispanic,Diabetes Mellitus,2
2005,F,25-34,Black Non Hispanic,CLRD,3
2005,F,25-34,Black Non Hispanic,Cerebrovascular Disease,8
2005,F,25-34,Black Non Hispanic,Accidents,11
2005,F,25-34,Black Non Hispanic,Diseases of the Heart,17
2005,F,25-34,Black Non Hispanic,AIDS,22
2005,F,25-34,Black Non Hispanic,Malignant Neoplasms,26
2005,F,25-34,Black Non Hispanic,All Other Causes,90
2005,F,25-34,Black Non Hispanic,Total,179
2005,F,25-34,Hispanic,CLRD,2
2005,F,25-34,Hispanic,Cerebrovascular Disease,3
2005,F,25-34,Hispanic,AIDS,7
2005,F,25-34,Hispanic,Accidents,9
2005,F,25-34,Hispanic,Diseases of the Heart,10
2005,F,25-34,Hispanic,Malignant Neoplasms,21
2005,F,25-34,Hispanic,All Other Causes,46
2005,F,25-34,Hispanic,Total,98
2005,F,25-34,Not Stated,Pneumonia,1
2005,F,25-34,Not Stated,Accidents,2
2005,F,25-34,Not Stated,Malignant Neoplasms,2
2005,F,25-34,Not Stated,Diseases of the Heart,3
2005,F,25-34,Not Stated,All Other Causes,5
2005,F,25-34,Not Stated,Total,13
2005,F,25-34,Other Non Hispanic,Cerebrovascular Disease,1
2005,F,25-34,Other Non Hispanic,Diseases of the Heart,3
2005,F,25-34,Other Non Hispanic,Accidents,4
2005,F,25-34,Other Non Hispanic,Malignant Neoplasms,11
2005,F,25-34,Other Non Hispanic,All Other Causes,12
2005,F,25-34,Other Non Hispanic,Total,31
2005,F,25-34,White Non Hispanic,CLRD,2
2005,F,25-34,White Non Hispanic,Cerebrovascular Disease,2
2005,F,25-34,White Non Hispanic,Diabetes Mellitus,2
2005,F,25-34,White Non Hispanic,AIDS,3
2005,F,25-34,White Non Hispanic,Pneumonia,3
2005,F,25-34,White Non Hispanic,Diseases of the Heart,31
2005,F,25-34,White Non Hispanic,Accidents,45
2005,F,25-34,White Non Hispanic,Malignant Neoplasms,50
2005,F,25-34,White Non Hispanic,All Other Causes,116
2005,F,25-34,White Non Hispanic,Total,254
2005,F,35-44,Black Non Hispanic,CLRD,10
2005,F,35-44,Black Non Hispanic,Pneumonia,13
2005,F,35-44,Black Non Hispanic,Accidents,20
2005,F,35-44,Black Non Hispanic,Cerebrovascular Disease,23
2005,F,35-44,Black Non Hispanic,Diseases of the Heart,72
2005,F,35-44,Black Non Hispanic,AIDS,74
2005,F,35-44,Black Non Hispanic,Malignant Neoplasms,153
2005,F,35-44,Black Non Hispanic,All Other Causes,214
2005,F,35-44,Black Non Hispanic,Total,579
2005,F,35-44,Hispanic,Diabetes Mellitus,2
2005,F,35-44,Hispanic,Pneumonia,4
2005,F,35-44,Hispanic,CLRD,5
2005,F,35-44,Hispanic,Cerebrovascular Disease,8
2005,F,35-44,Hispanic,Accidents,19
2005,F,35-44,Hispanic,Diseases of the Heart,24
2005,F,35-44,Hispanic,AIDS,28
2005,F,35-44,Hispanic,Malignant Neoplasms,80
2005,F,35-44,Hispanic,All Other Causes,98
2005,F,35-44,Hispanic,Total,268
2005,F,35-44,Not Stated,AIDS,1
2005,F,35-44,Not Stated,Accidents,1
2005,F,35-44,Not Stated,Diseases of the Heart,2
2005,F,35-44,Not Stated,Cerebrovascular Disease,3
2005,F,35-44,Not Stated,All Other Causes,6
2005,F,35-44,Not Stated,Malignant Neoplasms,8
2005,F,35-44,Not Stated,Total,21
2005,F,35-44,Other Non Hispanic,Pneumonia,1
2005,F,35-44,Other Non Hispanic,AIDS,2
2005,F,35-44,Other Non Hispanic,Cerebrovascular Disease,2
2005,F,35-44,Other Non Hispanic,Accidents,4
2005,F,35-44,Other Non Hispanic,Diseases of the Heart,4
2005,F,35-44,Other Non Hispanic,All Other Causes,22
2005,F,35-44,Other Non Hispanic,Malignant Neoplasms,30
2005,F,35-44,Other Non Hispanic,Total,65
2005,F,35-44,White Non Hispanic,Diabetes Mellitus,6
2005,F,35-44,White Non Hispanic,Pneumonia,10
2005,F,35-44,White Non Hispanic,AIDS,16
2005,F,35-44,White Non Hispanic,CLRD,20
2005,F,35-44,White Non Hispanic,Cerebrovascular Disease,27
2005,F,35-44,White Non Hispanic,Accidents,90
2005,F,35-44,White Non Hispanic,Diseases of the Heart,117
2005,F,35-44,White Non Hispanic,Malignant Neoplasms,302
2005,F,35-44,White Non Hispanic,All Other Causes,310
2005,F,35-44,White Non Hispanic,Total,898
2005,F,45-54,Black Non Hispanic,Diabetes Mellitus,6
2005,F,45-54,Black Non Hispanic,Pneumonia,16
2005,F,45-54,Black Non Hispanic,CLRD,26
2005,F,45-54,Black Non Hispanic,Accidents,27
2005,F,45-54,Black Non Hispanic,Cerebrovascular Disease,29
2005,F,45-54,Black Non Hispanic,AIDS,86
2005,F,45-54,Black Non Hispanic,Diseases of the Heart,239
2005,F,45-54,Black Non Hispanic,Malignant Neoplasms,339
2005,F,45-54,Black Non Hispanic,All Other Causes,347
2005,F,45-54,Black Non Hispanic,Total,1115
2005,F,45-54,Hispanic,Diabetes Mellitus,6
2005,F,45-54,Hispanic,Pneumonia,9
2005,F,45-54,Hispanic,Accidents,10
2005,F,45-54,Hispanic,Cerebrovascular Disease,13
2005,F,45-54,Hispanic,CLRD,17
2005,F,45-54,Hispanic,AIDS,27
2005,F,45-54,Hispanic,Diseases of the Heart,64
2005,F,45-54,Hispanic,All Other Causes,154
2005,F,45-54,Hispanic,Malignant Neoplasms,171
2005,F,45-54,Hispanic,Total,471
2005,F,45-54,Not Stated,AIDS,1
2005,F,45-54,Not Stated,Cerebrovascular Disease,2
2005,F,45-54,Not Stated,Pneumonia,2
2005,F,45-54,Not Stated,Diseases of the Heart,5
2005,F,45-54,Not Stated,All Other Causes,7
2005,F,45-54,Not Stated,Malignant Neoplasms,12
2005,F,45-54,Not Stated,Total,29
2005,F,45-54,Other Non Hispanic,Diabetes Mellitus,1
2005,F,45-54,Other Non Hispanic,Pneumonia,1
2005,F,45-54,Other Non Hispanic,Accidents,3
2005,F,45-54,Other Non Hispanic,CLRD,3
2005,F,45-54,Other Non Hispanic,Cerebrovascular Disease,7
2005,F,45-54,Other Non Hispanic,Diseases of the Heart,13
2005,F,45-54,Other Non Hispanic,All Other Causes,35
2005,F,45-54,Other Non Hispanic,Malignant Neoplasms,63
2005,F,45-54,Other Non Hispanic,Total,126
2005,F,45-54,White Non Hispanic,Diabetes Mellitus,14
2005,F,45-54,White Non Hispanic,AIDS,25
2005,F,45-54,White Non Hispanic,Pneumonia,34
2005,F,45-54,White Non Hispanic,CLRD,52
2005,F,45-54,White Non Hispanic,Cerebrovascular Disease,68
2005,F,45-54,White Non Hispanic,Accidents,131
2005,F,45-54,White Non Hispanic,Diseases of the Heart,311
2005,F,45-54,White Non Hispanic,All Other Causes,567
2005,F,45-54,White Non Hispanic,Malignant Neoplasms,988
2005,F,45-54,White Non Hispanic,Total,2190
2005,F,55-64,Black Non Hispanic,Accidents,7
2005,F,55-64,Black Non Hispanic,Diabetes Mellitus,12
2005,F,55-64,Black Non Hispanic,AIDS,22
2005,F,55-64,Black Non Hispanic,CLRD,39
2005,F,55-64,Black Non Hispanic,Cerebrovascular Disease,39
2005,F,55-64,Black Non Hispanic,Pneumonia,39
2005,F,55-64,Black Non Hispanic,All Other Causes,370
2005,F,55-64,Black Non Hispanic,Diseases of the Heart,407
2005,F,55-64,Black Non Hispanic,Malignant Neoplasms,517
2005,F,55-64,Black Non Hispanic,Total,1452
2005,F,55-64,Hispanic,Diabetes Mellitus,6
2005,F,55-64,Hispanic,AIDS,7
2005,F,55-64,Hispanic,Accidents,14
2005,F,55-64,Hispanic,CLRD,22
2005,F,55-64,Hispanic,Pneumonia,22
2005,F,55-64,Hispanic,Cerebrovascular Disease,30
2005,F,55-64,Hispanic,Diseases of the Heart,142
2005,F,55-64,Hispanic,All Other Causes,161
2005,F,55-64,Hispanic,Malignant Neoplasms,217
2005,F,55-64,Hispanic,Total,621
2005,F,55-64,Not Stated,Diabetes Mellitus,1
2005,F,55-64,Not Stated,Pneumonia,1
2005,F,55-64,Not Stated,CLRD,2
2005,F,55-64,Not Stated,Cerebrovascular Disease,3
2005,F,55-64,Not Stated,All Other Causes,9
2005,F,55-64,Not Stated,Diseases of the Heart,9
2005,F,55-64,Not Stated,Malignant Neoplasms,25
2005,F,55-64,Not Stated,Total,50
2005,F,55-64,Other Non Hispanic,CLRD,1
2005,F,55-64,Other Non Hispanic,Accidents,3
2005,F,55-64,Other Non Hispanic,Cerebrovascular Disease,9
2005,F,55-64,Other Non Hispanic,Pneumonia,10
2005,F,55-64,Other Non Hispanic,All Other Causes,29
2005,F,55-64,Other Non Hispanic,Diseases of the Heart,30
2005,F,55-64,Other Non Hispanic,Malignant Neoplasms,92
2005,F,55-64,Other Non Hispanic,Total,174
2005,F,55-64,White Non Hispanic,AIDS,10
2005,F,55-64,White Non Hispanic,Diabetes Mellitus,28
2005,F,55-64,White Non Hispanic,Pneumonia,58
2005,F,55-64,White Non Hispanic,Accidents,94
2005,F,55-64,White Non Hispanic,Cerebrovascular Disease,123
2005,F,55-64,White Non Hispanic,CLRD,258
2005,F,55-64,White Non Hispanic,Diseases of the Heart,819
2005,F,55-64,White Non Hispanic,All Other Causes,871
2005,F,55-64,White Non Hispanic,Malignant Neoplasms,2146
2005,F,55-64,White Non Hispanic,Total,4407
2005,F,65-74,Black Non Hispanic,Accidents,11
2005,F,65-74,Black Non Hispanic,AIDS,13
2005,F,65-74,Black Non Hispanic,Diabetes Mellitus,28
2005,F,65-74,Black Non Hispanic,CLRD,64
2005,F,65-74,Black Non Hispanic,Pneumonia,77
2005,F,65-74,Black Non Hispanic,Cerebrovascular Disease,87
2005,F,65-74,Black Non Hispanic,All Other Causes,422
2005,F,65-74,Black Non Hispanic,Malignant Neoplasms,603
2005,F,65-74,Black Non Hispanic,Diseases of the Heart,618
2005,F,65-74,Black Non Hispanic,Total,1923
2005,F,65-74,Hispanic,AIDS,2
2005,F,65-74,Hispanic,Accidents,10
2005,F,65-74,Hispanic,Diabetes Mellitus,12
2005,F,65-74,Hispanic,CLRD,31
2005,F,65-74,Hispanic,Cerebrovascular Disease,37
2005,F,65-74,Hispanic,Pneumonia,42
2005,F,65-74,Hispanic,All Other Causes,196
2005,F,65-74,Hispanic,Malignant Neoplasms,271
2005,F,65-74,Hispanic,Diseases of the Heart,288
2005,F,65-74,Hispanic,Total,889
2005,F,65-74,Not Stated,Diabetes Mellitus,1
2005,F,65-74,Not Stated,Accidents,2
2005,F,65-74,Not Stated,CLRD,2
2005,F,65-74,Not Stated,Pneumonia,2
2005,F,65-74,Not Stated,Cerebrovascular Disease,3
2005,F,65-74,Not Stated,All Other Causes,17
2005,F,65-74,Not Stated,Diseases of the Heart,28
2005,F,65-74,Not Stated,Malignant Neoplasms,29
2005,F,65-74,Not Stated,Total,84
2005,F,65-74,Other Non Hispanic,Diabetes Mellitus,1
2005,F,65-74,Other Non Hispanic,CLRD,6
2005,F,65-74,Other Non Hispanic,Accidents,7
2005,F,65-74,Other Non Hispanic,Pneumonia,7
2005,F,65-74,Other Non Hispanic,Cerebrovascular Disease,19
2005,F,65-74,Other Non Hispanic,All Other Causes,62
2005,F,65-74,Other Non Hispanic,Diseases of the Heart,67
2005,F,65-74,Other Non Hispanic,Malignant Neoplasms,91
2005,F,65-74,Other Non Hispanic,Total,260
2005,F,65-74,White Non Hispanic,AIDS,1
2005,F,65-74,White Non Hispanic,Diabetes Mellitus,39
2005,F,65-74,White Non Hispanic,Accidents,116
2005,F,65-74,White Non Hispanic,Pneumonia,144
2005,F,65-74,White Non Hispanic,Cerebrovascular Disease,283
2005,F,65-74,White Non Hispanic,CLRD,615
2005,F,65-74,White Non Hispanic,All Other Causes,1661
2005,F,65-74,White Non Hispanic,Diseases of the Heart,1923
2005,F,65-74,White Non Hispanic,Malignant Neoplasms,2958
2005,F,65-74,White Non Hispanic,Total,7740
2005,F,75-84,Black Non Hispanic,Diabetes Mellitus,25
2005,F,75-84,Black Non Hispanic,Accidents,26
2005,F,75-84,Black Non Hispanic,CLRD,83
2005,F,75-84,Black Non Hispanic,Cerebrovascular Disease,123
2005,F,75-84,Black Non Hispanic,Pneumonia,148
2005,F,75-84,Black Non Hispanic,Malignant Neoplasms,526
2005,F,75-84,Black Non Hispanic,All Other Causes,615
2005,F,75-84,Black Non Hispanic,Diseases of the Heart,1126
2005,F,75-84,Black Non Hispanic,Total,2672
2005,F,75-84,Hispanic,AIDS,1
2005,F,75-84,Hispanic,Diabetes Mellitus,12
2005,F,75-84,Hispanic,Accidents,21
2005,F,75-84,Hispanic,Cerebrovascular Disease,53
2005,F,75-84,Hispanic,CLRD,55
2005,F,75-84,Hispanic,Pneumonia,73
2005,F,75-84,Hispanic,Malignant Neoplasms,257
2005,F,75-84,Hispanic,All Other Causes,300
2005,F,75-84,Hispanic,Diseases of the Heart,475
2005,F,75-84,Hispanic,Total,1247
2005,F,75-84,Not Stated,Accidents,1
2005,F,75-84,Not Stated,Cerebrovascular Disease,4
2005,F,75-84,Not Stated,CLRD,6
2005,F,75-84,Not Stated,Pneumonia,8
2005,F,75-84,Not Stated,All Other Causes,28
2005,F,75-84,Not Stated,Malignant Neoplasms,32
2005,F,75-84,Not Stated,Diseases of the Heart,43
2005,F,75-84,Not Stated,Total,122
2005,F,75-84,Other Non Hispanic,Diabetes Mellitus,2
2005,F,75-84,Other Non Hispanic,Accidents,7
2005,F,75-84,Other Non Hispanic,CLRD,15
2005,F,75-84,Other Non Hispanic,Pneumonia,19
2005,F,75-84,Other Non Hispanic,Cerebrovascular Disease,25
2005,F,75-84,Other Non Hispanic,All Other Causes,69
2005,F,75-84,Other Non Hispanic,Malignant Neoplasms,96
2005,F,75-84,Other Non Hispanic,Diseases of the Heart,156
2005,F,75-84,Other Non Hispanic,Total,389
2005,F,75-84,White Non Hispanic,AIDS,1
